"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene"
"APOBEC3G","5.0558666606218e-39","-0.232616384328727","0.023","0.076","7.49633349770394e-35","APOBEC3G"
"FAM162A","6.72841848451344e-39","-0.28587586988133","0.053","0.131","9.97622608698808e-35","FAM162A"
"LIMD2","1.05114356097364e-38","-0.250194346517942","0.376","0.556","1.55853055785562e-34","LIMD2"
"PRR5","1.5831397149107e-38","-0.127637862826895","0.003","0.024","2.34732125529809e-34","PRR5"
"CRIP1","1.62205029426674e-38","-0.178872299558939","0.645","0.81","2.40501397130929e-34","CRIP1"
"MT-CO2","1.83495384859348e-38","-0.132055548830277","0.976","0.99","2.72068607130955e-34","MT-CO2"
"ISG15","2.4805715012911e-38","-0.218392775501831","0.196","0.335","3.67794336496431e-34","ISG15"
"PMVK","2.74301008260253e-38","-0.293934270797952","0.05","0.125","4.06706104947477e-34","PMVK"
"FGD2","6.88624512281358e-38","-0.375222649262366","0.177","0.303","1.02102356435957e-33","FGD2"
"SFTPD","1.47224206356534e-37","-0.107343767665545","0.001","0.018","2.18289330764833e-33","SFTPD"
"LYNX1","2.12359142346721e-37","-0.101768171969817","0.001","0.019","3.14864900357483e-33","LYNX1"
"COX6C","3.22632558188972e-37","-0.247072386319535","0.498","0.664","4.78367294026789e-33","COX6C"
"SNX9","5.24046809658602e-37","-0.201225812248211","0.01","0.046","7.77004204680809e-33","SNX9"
"PIK3CG","6.79387910166216e-37","-0.197153087690711","0.015","0.059","1.00732845440345e-32","PIK3CG"
"ITGA4","8.44367700371784e-37","-0.249071324333808","0.051","0.125","1.25194398934124e-32","ITGA4"
"CLEC4E","1.10997365768478e-36","0.569810834279506","0.116","0.021","1.64575794224922e-32","CLEC4E"
"PSMC4","1.17105117508674e-36","-0.26114124238999","0.045","0.114","1.73631757730111e-32","PSMC4"
"CX3CR1","1.22370208772038e-36","-0.255733452748121","0.028","0.083","1.81438308546301e-32","CX3CR1"
"KCNMA1","1.32016299876139e-36","-0.141501676683126","0.003","0.027","1.95740567826351e-32","KCNMA1"
"HSPA8","1.49911053777824e-36","-0.294293933251636","0.146","0.264","2.2227311943638e-32","HSPA8"
"SYNGR2","2.11993581807867e-36","-0.273538237433037","0.149","0.269","3.14322883746524e-32","SYNGR2"
"CAPZA2","2.1215983728174e-36","-0.272714138290536","0.185","0.315","3.14569390737637e-32","CAPZA2"
"SELL","3.65310807164599e-36","0.602825714597718","0.193","0.079","5.41646333782951e-32","SELL"
"BLVRB","4.83581658622948e-36","0.521705651122064","0.365","0.242","7.17006525240245e-32","BLVRB"
"CAPZA1","4.88498986142502e-36","-0.318911565676409","0.178","0.304","7.24297446753488e-32","CAPZA1"
"RPS14","1.08466262131122e-35","0.11595909688986","0.992","0.997","1.60822926861815e-31","RPS14"
"CHMP4B","2.91861644878609e-35","-0.265356482829999","0.22","0.358","4.32743260861513e-31","CHMP4B"
"S1PR4","3.12648065752409e-35","-0.273446053215661","0.048","0.118","4.63563287091097e-31","S1PR4"
"CASP1","3.20592467652696e-35","-0.237886225164942","0.239","0.384","4.75342451788652e-31","CASP1"
"FAM32A","4.24401590456274e-35","-0.285485172332027","0.087","0.179","6.29260238169518e-31","FAM32A"
"EEF1A1","4.89744518535514e-35","-0.208518723821667","0.737","0.874","7.26144197632607e-31","EEF1A1"
"CCM2","4.94482027759025e-35","-0.236985026856146","0.044","0.111","7.33168502558306e-31","CCM2"
"ASAH1","6.42831123259122e-35","-0.253159809100905","0.403","0.569","9.531257064563e-31","ASAH1"
"EML4","7.03598429652756e-35","-0.222789536126376","0.039","0.104","1.04322539164614e-30","EML4"
"RHOG","9.2757351724427e-35","-0.256648967518668","0.263","0.41","1.37531325401808e-30","RHOG"
"RPS29","9.59603517063019e-35","-0.14467521810601","0.937","0.982","1.42280413474934e-30","RPS29"
"CCDC115","9.77267650255399e-35","-0.264238327983895","0.057","0.132","1.44899474503368e-30","CCDC115"
"TRNP1","1.71476063854693e-34","-0.107398891735335","0.002","0.021","2.54247559877354e-30","TRNP1"
"POLR2L","2.17096021991598e-34","0.411798834408206","0.576","0.503","3.21888271806942e-30","POLR2L"
"TUBB","2.3717781219726e-34","-0.268409292565712","0.097","0.192","3.51663542144877e-30","TUBB"
"ZFP36","3.14393730736599e-34","0.359464560913545","0.673","0.624","4.66151584563155e-30","ZFP36"
"CEBPD","3.20242002038746e-34","0.513144117921184","0.435","0.325","4.74822816422849e-30","CEBPD"
"SRI","3.49678101418259e-34","-0.279508925514341","0.157","0.274","5.18467720972853e-30","SRI"
"ABRACL","5.58097071701543e-34","-0.274432679858521","0.226","0.362","8.27490528211877e-30","ABRACL"
"RBP7","5.86747503071328e-34","0.619426409593914","0.285","0.166","8.69970522803858e-30","RBP7"
"ATP5B","6.90409966586992e-34","-0.26270828067342","0.221","0.356","1.02367085745853e-29","ATP5B"
"MRPS35","1.50692583643903e-33","-0.239303142701255","0.039","0.101","2.23431893768815e-29","MRPS35"
"C10orf54","1.80501491648969e-33","-0.248180822620619","0.42","0.582","2.67629561667926e-29","C10orf54"
"ZFAND6","2.50464355876934e-33","-0.283958201543622","0.072","0.154","3.7136350045873e-29","ZFAND6"
"ALOX5AP","2.77065139049201e-33","0.609005340413685","0.107","0.02","4.10804481668251e-29","ALOX5AP"
"IL1B","3.52724542222788e-33","0.651365918481805","0.18","0.074","5.22984678753727e-29","IL1B"
"AIG1","4.35009265775714e-33","-0.154587525729516","0.009","0.041","6.44988238365652e-29","AIG1"
"GPR137B","5.17522362836972e-33","-0.172895499380397","0.009","0.04","7.67330407378378e-29","GPR137B"
"RABGAP1L","5.44845290208163e-33","-0.308968132571112","0.074","0.155","8.07842111791643e-29","RABGAP1L"
"TPPP3","6.97476593895227e-33","-0.290106936393462","0.05","0.118","1.03414854576845e-28","TPPP3"
"PSME1","9.34949923574052e-33","-0.231024014609677","0.466","0.63","1.38625025168325e-28","PSME1"
"ARAP2","9.72426730322741e-33","-0.211272723955838","0.019","0.063","1.44181711304953e-28","ARAP2"
"RPL37A","1.02606102746112e-32","0.196161225797455","0.886","0.919","1.52134068541661e-28","RPL37A"
"C1orf56","1.06008615752989e-32","-0.309693694261492","0.265","0.404","1.57178974576957e-28","C1orf56"
"GNG5","1.24864351023028e-32","-0.214493812412272","0.439","0.603","1.85136373261844e-28","GNG5"
"TBCB","1.66253452026953e-32","-0.286524623730368","0.159","0.274","2.46503993320363e-28","TBCB"
"EMR1","2.35961972079958e-32","-0.185736940778036","0.015","0.056","3.49860816002954e-28","EMR1"
"PRADC1","2.61199463302491e-32","-0.232078477640117","0.021","0.067","3.87280444238604e-28","PRADC1"
"NKTR","3.33435381827549e-32","-0.274978106416632","0.089","0.177","4.94384640635707e-28","NKTR"
"RNF144B","3.89163105672502e-32","-0.311355116283897","0.102","0.194","5.77012136780619e-28","RNF144B"
"PPP1R17","5.40752312023493e-32","-0.0911343281988843","0.001","0.013","8.01773453037233e-28","PPP1R17"
"EGR1","8.10925672189961e-32","0.640923159820463","0.225","0.115","1.20235949415605e-27","EGR1"
"BLOC1S1","8.4328016371177e-32","-0.220122322523959","0.413","0.573","1.25033149873544e-27","BLOC1S1"
"RPS3A","8.59644752598809e-32","0.169124494563489","0.924","0.945","1.27459527467825e-27","RPS3A"
"DDX6","8.76630661342288e-32","-0.254872892710702","0.042","0.105","1.29978028157221e-27","DDX6"
"NCF1","9.03002741981721e-32","0.538898505598591","0.119","0.03","1.3388821655363e-27","NCF1"
"GNG2","1.56084018286884e-31","-0.237596665963782","0.069","0.147","2.31425773913963e-27","GNG2"
"HLA-DQA1","1.6185973493883e-31","-0.276313022209572","0.145","0.252","2.39989428993803e-27","HLA-DQA1"
"CLEC2B","2.23308148551683e-31","-0.212295433573226","0.197","0.324","3.3109899185758e-27","CLEC2B"
"ACTR3","2.26961250087458e-31","-0.218819088945429","0.15","0.262","3.36515445504673e-27","ACTR3"
"COX6A1","3.09221283383483e-31","-0.185010766224348","0.468","0.642","4.5848239687269e-27","COX6A1"
"GDI2","6.63053994650848e-31","-0.243311508648887","0.19","0.312","9.83110157868813e-27","GDI2"
"PLBD1","7.88178463798201e-31","0.593744165030318","0.235","0.128","1.16863220827359e-26","PLBD1"
"C3orf14","1.06223551424597e-30","-0.198566291576883","0.017","0.059","1.57497659697249e-26","C3orf14"
"ANXA5","1.08630639722293e-30","-0.224979968581738","0.303","0.448","1.61066649516244e-26","ANXA5"
"UBBP4","1.17484609659606e-30","-0.248649242456396","0.146","0.255","1.74194430742299e-26","UBBP4"
"UBB","1.24999383356589e-30","-0.209953091543282","0.476","0.64","1.85336585702815e-26","UBB"
"SSNA1","2.1472843131888e-30","-0.233592418456252","0.131","0.234","3.18377845116503e-26","SSNA1"
"CCDC88C","2.66386584246052e-30","-0.214391218380667","0.05","0.115","3.94971388461621e-26","CCDC88C"
"C20orf27","3.4077539056765e-30","-0.235063239163436","0.125","0.226","5.05267671594655e-26","C20orf27"
"SFMBT2","3.58171310442982e-30","-0.159238619965181","0.012","0.047","5.31060601993809e-26","SFMBT2"
"UBE2N","4.10652408457549e-30","-0.24164354552395","0.066","0.14","6.08874326020008e-26","UBE2N"
"RNF122","4.22263174875444e-30","-0.217997264708605","0.012","0.046","6.26089609387821e-26","RNF122"
"OSTF1","5.51674397233649e-30","-0.237738985617148","0.176","0.291","8.17967628778332e-26","OSTF1"
"TAOK3","6.70926749203778e-30","-0.255486017623754","0.094","0.181","9.94783091044441e-26","TAOK3"
"KLF2","9.08928293817984e-30","-0.190074584056355","0.337","0.491","1.34766798124393e-25","KLF2"
"SLC5A10","1.20416735983023e-29","-0.0525980450246123","0.001","0.012","1.78541894442028e-25","SLC5A10"
"CAP1","2.01673508069576e-29","-0.222931806841218","0.238","0.367","2.9902131041476e-25","CAP1"
"HMGN2","2.20021810808368e-29","-0.248355700230114","0.081","0.161","3.26226338885567e-25","HMGN2"
"SNX18","2.23754286921539e-29","-0.215648991503822","0.049","0.114","3.31760481218565e-25","SNX18"
"PAPSS2","2.34267940750745e-29","-0.167354676717036","0.013","0.049","3.47349075751129e-25","PAPSS2"
"RBX1","3.05648634309543e-29","-0.217993828507588","0.24","0.372","4.5318523009076e-25","RBX1"
"ACY3","3.52891685113941e-29","-0.0901674651730293","0.001","0.014","5.23232501518441e-25","ACY3"
"RNASE2","5.51802846012094e-29","0.469177639468311","0.103","0.023","8.18158079782132e-25","RNASE2"
"PDCD5","5.84537583673398e-29","-0.248976184630132","0.087","0.17","8.66693875312547e-25","PDCD5"
"GCH1","8.26812847583523e-29","-0.220454853488029","0.04","0.098","1.22591540911209e-24","GCH1"
"QPCT","2.01088610011549e-28","0.483817828319169","0.097","0.02","2.98154082064124e-24","QPCT"
"CEACAM3","2.20238483059181e-28","-0.124749450634911","0.005","0.028","3.26547598831848e-24","CEACAM3"
"RNF149","2.6264452212245e-28","-0.219055619807705","0.131","0.231","3.89423032950956e-24","RNF149"
"TPI1","3.14066079819755e-28","-0.200821389735298","0.45","0.604","4.65665776548751e-24","TPI1"
"TREM1","3.30132599362978e-28","0.537428595290772","0.145","0.055","4.89487605075487e-24","TREM1"
"LYL1","3.56489411232491e-28","-0.244080678263926","0.079","0.157","5.28566850034415e-24","LYL1"
"CREB5","4.00857926533622e-28","0.506972478010755","0.13","0.043","5.94352047671401e-24","CREB5"
"SH2D1B","4.0580378193657e-28","-0.075063680959982","0.001","0.016","6.01685267477353e-24","SH2D1B"
"SLC2A3","4.65000672199199e-28","0.531052318885038","0.13","0.044","6.89456496669753e-24","SLC2A3"
"AP2A1","4.77388480252099e-28","-0.22003883179767","0.04","0.096","7.07823899669787e-24","AP2A1"
"MED11","4.93374646565775e-28","-0.172606630916141","0.013","0.048","7.31526588463075e-24","MED11"
"NT5C","6.58551440537629e-28","-0.242154171629425","0.054","0.119","9.76434220885143e-24","NT5C"
"PKN1","9.31853678923282e-28","-0.236504708334385","0.068","0.14","1.38165944973955e-23","PKN1"
"SELPLG","9.35955186302788e-28","-0.257314508502293","0.116","0.207","1.38774075473114e-23","SELPLG"
"SECTM1","1.20133021209337e-27","-0.20380400139517","0.062","0.132","1.78121230547084e-23","SECTM1"
"FAM200B","1.20590971616599e-27","0.514766408089192","0.194","0.095","1.78800233615931e-23","FAM200B"
"TXN","2.46092149903369e-27","0.444338213525025","0.384","0.285","3.64880830661725e-23","TXN"
"FCAR","3.14041159219886e-27","0.442491925192631","0.09","0.017","4.65628826775326e-23","FCAR"
"GRK6","3.93133103914821e-27","-0.214148560987197","0.064","0.133","5.82898453174506e-23","GRK6"
"CD300C","5.51455635710326e-27","-0.207865594353122","0.051","0.114","8.176432710677e-23","CD300C"
"PRDX1","5.72722969085873e-27","-0.21751802607678","0.173","0.283","8.49176346263624e-23","PRDX1"
"VPS29","6.93752054987739e-27","-0.215723156241008","0.254","0.384","1.02862617193032e-22","VPS29"
"USMG5","1.10751656845749e-26","-0.187598192617919","0.483","0.636","1.64211481605191e-22","USMG5"
"NRG1","1.20603929453411e-26","0.474730175480851","0.099","0.024","1.78819446200573e-22","NRG1"
"ARPC1B","1.263182117664e-26","-0.183777895270494","0.641","0.78","1.87292012586041e-22","ARPC1B"
"MIEN1","1.46233651091273e-26","-0.247335648200592","0.116","0.205","2.1682063447303e-22","MIEN1"
"HCST","1.51998148809581e-26","0.390921995535063","0.549","0.482","2.25367655239966e-22","HCST"
"ARID5B","1.53930331379268e-26","-0.113809417580023","0.006","0.029","2.28232502336041e-22","ARID5B"
"SSBP4","1.95721621901345e-26","-0.225039671355697","0.061","0.128","2.90196448793124e-22","SSBP4"
"CYP1B1","2.32510222778275e-26","0.533253682135067","0.113","0.035","3.44742907313348e-22","CYP1B1"
"MSR1","2.37506020473042e-26","-0.22872053072662","0.024","0.068","3.5215017655538e-22","MSR1"
"RPL31","4.22639992003503e-26","0.141904533764292","0.933","0.966","6.26648316143594e-22","RPL31"
"TALDO1","4.31261394355064e-26","0.42547365701743","0.447","0.364","6.39431269410253e-22","TALDO1"
"APLP2","4.72247907219819e-26","0.463205505773537","0.381","0.286","7.00201972034826e-22","APLP2"
"MCL1","4.97739014760623e-26","0.459018086125799","0.437","0.348","7.37997637185575e-22","MCL1"
"PRR13","5.02555961367834e-26","-0.189771628205695","0.336","0.481","7.45139723920088e-22","PRR13"
"METTL9","7.92229298969152e-26","0.520598645497573","0.235","0.138","1.17463838158156e-21","METTL9"
"HAGH","1.05305374406624e-25","-0.217794700637262","0.06","0.125","1.56136278632701e-21","HAGH"
"ITGAL","1.24004676255073e-25","-0.219947933338634","0.085","0.163","1.83861733483396e-21","ITGAL"
"RPS27L","2.19400492555947e-25","-0.240859473936447","0.279","0.405","3.25305110312703e-21","RPS27L"
"SVIL","2.2133880284658e-25","-0.198677440080718","0.023","0.066","3.28179042980624e-21","SVIL"
"ASGR1","2.68419469388066e-25","0.477114572699012","0.212","0.115","3.97985547261686e-21","ASGR1"
"YWHAH","2.77305355480301e-25","-0.25637710784944","0.1","0.181","4.11160650570643e-21","YWHAH"
"MARCKS","3.04806185856676e-25","-0.224487025581907","0.162","0.264","4.51936131769694e-21","MARCKS"
"PDZD11","3.3746535267054e-25","-0.13721447526177","0.012","0.043","5.0035987840461e-21","PDZD11"
"SRGN","3.48708576991821e-25","0.229412755245593","0.791","0.796","5.17030207105773e-21","SRGN"
"CCNL1","4.04065603894657e-25","0.479148523743438","0.383","0.29","5.99108070894608e-21","CCNL1"
"SIDT2","4.08970832356495e-25","-0.183897360337539","0.025","0.068","6.06381053134976e-21","SIDT2"
"KCTD12","4.23295791945714e-25","0.489908225188308","0.156","0.069","6.2762067071791e-21","KCTD12"
"MYL12A","4.62100554466888e-25","-0.182707628729764","0.583","0.731","6.85156492108054e-21","MYL12A"
"UCHL3","5.07396516551046e-25","-0.217348324583999","0.054","0.115","7.52316815090237e-21","UCHL3"
"IRF2BP2","5.31191008100468e-25","0.513137010220042","0.195","0.102","7.87596907710564e-21","IRF2BP2"
"RNH1","5.59390518405492e-25","-0.209058063634278","0.225","0.342","8.29408321639823e-21","RNH1"
"COX7B","7.40524823158348e-25","-0.179083152224994","0.451","0.603","1.09797615529688e-20","COX7B"
"PTPRE","7.84852591777464e-25","0.494991857719992","0.224","0.127","1.16370093782845e-20","PTPRE"
"LDHA","8.74397470703406e-25","-0.210655453887699","0.179","0.285","1.29646912981194e-20","LDHA"
"CYP4F22","9.92815329959025e-25","-0.0776658340780827","0.001","0.011","1.47204728973025e-20","CYP4F22"
"HIGD2A","1.66985633377349e-24","-0.169982387661207","0.469","0.625","2.47589598608595e-20","HIGD2A"
"VPS53","2.16348707982251e-24","-0.19841397969695","0.026","0.068","3.20780229325284e-20","VPS53"
"CCT5","3.0353243110064e-24","-0.244110503376915","0.072","0.14","4.50047535592919e-20","CCT5"
"CKLF","3.15059979687008e-24","0.454445148301916","0.392","0.305","4.67139431881927e-20","CKLF"
"LY86","3.38845234385548e-24","0.450521241794684","0.34","0.242","5.02405829023452e-20","LY86"
"L1TD1","5.3793592736268e-24","-0.0607071610730594","0","0.009","7.97597599500646e-20","L1TD1"
"ABCC3","6.00447925188051e-24","-0.165732985770801","0.013","0.044","8.90284138676323e-20","ABCC3"
"MSN","8.86588950316928e-24","-0.166065667808966","0.225","0.343","1.31454543663491e-19","MSN"
"HEG1","9.28224775750649e-24","-0.10801709467059","0.005","0.024","1.37627887500549e-19","HEG1"
"CD48","9.90921496508433e-24","-0.200447050597416","0.268","0.39","1.46923930287305e-19","CD48"
"GSTA4","1.20618835923043e-23","-0.0729785393745492","0.001","0.014","1.78841548023096e-19","GSTA4"
"FLT3LG","1.25227881013553e-23","-0.127162482144402","0.007","0.03","1.85675379178796e-19","FLT3LG"
"HLA-DRB5","1.265378587606e-23","-0.185839040425577","0.342","0.48","1.87617683184342e-19","HLA-DRB5"
"LILRA1","1.50175676085379e-23","-0.192067651251879","0.046","0.101","2.22665474931792e-19","LILRA1"
"IDH2","1.64162452868575e-23","-0.207280787310022","0.07","0.137","2.43403668868236e-19","IDH2"
"GSTK1","1.99322192539766e-23","-0.185653193304772","0.328","0.464","2.95535014878712e-19","GSTK1"
"LARP7","2.92790654469848e-23","-0.188779240983235","0.081","0.153","4.34120703382444e-19","LARP7"
"GHITM","3.00074011170362e-23","-0.188135544853996","0.158","0.256","4.44919736362295e-19","GHITM"
"CABP4","3.22630208951712e-23","-0.0506032933227075","0","0.009","4.78363810812703e-19","CABP4"
"PDLIM5","3.34709267984209e-23","-0.19255005160565","0.055","0.114","4.96273431640187e-19","PDLIM5"
"NFKBIZ","5.20941481599891e-23","-0.190014479834596","0.252","0.37","7.72399934768159e-19","NFKBIZ"
"CST3","5.77715518338969e-23","-0.124759950485181","0.942","0.975","8.56578799041189e-19","CST3"
"TSC22D3","6.02698585467747e-23","-0.172157697570939","0.415","0.553","8.93621192673029e-19","TSC22D3"
"MT-ND5","8.55563145500843e-23","-0.169589159684069","0.531","0.673","1.2685434758341e-18","MT-ND5"
"LSM6","8.89783107932661e-23","-0.177720369186913","0.182","0.287","1.31928141413176e-18","LSM6"
"LGALS9","9.19558999777111e-23","-0.205559728599494","0.171","0.271","1.36343012896952e-18","LGALS9"
"PLP2","1.2333781737382e-22","0.437094738380703","0.293","0.199","1.82872981820162e-18","PLP2"
"SRD5A3","1.40942278300702e-22","-0.188968291156686","0.029","0.073","2.08975116036451e-18","SRD5A3"
"ITSN2","1.55385202151525e-22","-0.190072244924289","0.081","0.151","2.30389639230065e-18","ITSN2"
"HNRNPDL","1.76263761803583e-22","-0.186055535218686","0.272","0.394","2.61346279626173e-18","HNRNPDL"
"ACAA1","1.90798316311151e-22","-0.204062457080421","0.085","0.157","2.82896663594543e-18","ACAA1"
"EAF2","2.12204261973165e-22","-0.198005961747453","0.048","0.102","3.14635259227612e-18","EAF2"
"MTPN","2.36372070568065e-22","-0.207617756113613","0.191","0.294","3.5046886903127e-18","MTPN"
"APH1B","2.50542578162122e-22","-0.148601366983501","0.033","0.08","3.71479480640978e-18","APH1B"
"YIF1A","2.82434074620042e-22","-0.187599066497312","0.06","0.12","4.18765002439136e-18","YIF1A"
"DUSP5","2.93522513719447e-22","-0.157334057747825","0.01","0.036","4.35205831091824e-18","DUSP5"
"KNDC1","4.56808083375355e-22","-0.05931427177667","0.001","0.012","6.77309345220639e-18","KNDC1"
"TSPAN32","4.61196689776005e-22","-0.185398289039389","0.047","0.101","6.83816331930883e-18","TSPAN32"
"C18orf8","5.08083198616869e-22","-0.141087826813966","0.019","0.054","7.53334958589232e-18","C18orf8"
"PIK3AP1","6.11511000491219e-22","-0.208442278241246","0.074","0.139","9.0668736042833e-18","PIK3AP1"
"MCOLN1","6.5066754625842e-22","-0.15956661586825","0.026","0.067","9.6474477083736e-18","MCOLN1"
